[2024-12-15T00:34:27.103+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: daily_price_volume_etl.run_price_volume_pipeline scheduled__2024-12-14T00:00:00+00:00 [queued]>
[2024-12-15T00:34:27.108+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: daily_price_volume_etl.run_price_volume_pipeline scheduled__2024-12-14T00:00:00+00:00 [queued]>
[2024-12-15T00:34:27.108+0000] {taskinstance.py:1361} INFO - Starting attempt 1 of 2
[2024-12-15T00:34:27.120+0000] {taskinstance.py:1382} INFO - Executing <Task(PythonOperator): run_price_volume_pipeline> on 2024-12-14 00:00:00+00:00
[2024-12-15T00:34:27.126+0000] {standard_task_runner.py:57} INFO - Started process 80 to run task
[2024-12-15T00:34:27.128+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'daily_price_volume_etl', 'run_price_volume_pipeline', 'scheduled__2024-12-14T00:00:00+00:00', '--job-id', '26', '--raw', '--subdir', 'DAGS_FOLDER/etl_dag.py', '--cfg-path', '/tmp/tmpmmtkdw8_']
[2024-12-15T00:34:27.129+0000] {standard_task_runner.py:85} INFO - Job 26: Subtask run_price_volume_pipeline
[2024-12-15T00:34:27.155+0000] {task_command.py:416} INFO - Running <TaskInstance: daily_price_volume_etl.run_price_volume_pipeline scheduled__2024-12-14T00:00:00+00:00 [running]> on host 3886162e3fde
[2024-12-15T00:34:27.251+0000] {taskinstance.py:1662} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='daily_price_volume_etl' AIRFLOW_CTX_TASK_ID='run_price_volume_pipeline' AIRFLOW_CTX_EXECUTION_DATE='2024-12-14T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-12-14T00:00:00+00:00'
[2024-12-15T00:34:35.289+0000] {logging_mixin.py:154} WARNING - [                       0%                       ]
[2024-12-15T00:34:35.325+0000] {logging_mixin.py:154} WARNING - [                       0%                       ]  2 of 503 completed
[2024-12-15T00:34:35.327+0000] {logging_mixin.py:154} WARNING - [                       0%                       ]  2 of 503 completed
[2024-12-15T00:34:35.330+0000] {logging_mixin.py:154} WARNING - [                       1%                       ]  4 of 503 completed
[2024-12-15T00:34:35.340+0000] {logging_mixin.py:154} WARNING - [                       1%                       ]  5 of 503 completed
[2024-12-15T00:34:35.381+0000] {logging_mixin.py:154} WARNING - [                       1%                       ]  6 of 503 completed
[2024-12-15T00:34:35.392+0000] {logging_mixin.py:154} WARNING - [                       1%                       ]  7 of 503 completed
[2024-12-15T00:34:35.397+0000] {logging_mixin.py:154} WARNING - [                       1%                       ]  7 of 503 completed
[2024-12-15T00:34:35.405+0000] {logging_mixin.py:154} WARNING - [                       1%                       ]  7 of 503 completed
[2024-12-15T00:34:36.282+0000] {logging_mixin.py:154} WARNING - [*                      2%                       ]  10 of 503 completed
[2024-12-15T00:34:36.295+0000] {logging_mixin.py:154} WARNING - [*                      2%                       ]  11 of 503 completed
[2024-12-15T00:34:36.872+0000] {logging_mixin.py:154} WARNING - [*                      2%                       ]  12 of 503 completed
[2024-12-15T00:34:37.406+0000] {logging_mixin.py:154} WARNING - [*                      3%                       ]  13 of 503 completed
[2024-12-15T00:34:37.416+0000] {logging_mixin.py:154} WARNING - [*                      3%                       ]  13 of 503 completed
[2024-12-15T00:34:37.472+0000] {logging_mixin.py:154} WARNING - [*                      3%                       ]  15 of 503 completed
[2024-12-15T00:34:37.475+0000] {logging_mixin.py:154} WARNING - [*                      3%                       ]  15 of 503 completed
[2024-12-15T00:34:37.486+0000] {logging_mixin.py:154} WARNING - [*                      3%                       ]  17 of 503 completed
[2024-12-15T00:34:37.492+0000] {logging_mixin.py:154} WARNING - [*                      3%                       ]  17 of 503 completed
[2024-12-15T00:34:37.500+0000] {logging_mixin.py:154} WARNING - [*                      3%                       ]  17 of 503 completed
[2024-12-15T00:34:37.833+0000] {logging_mixin.py:154} WARNING - [**                     4%                       ]  20 of 503 completed
[2024-12-15T00:34:37.841+0000] {logging_mixin.py:154} WARNING - [**                     4%                       ]  21 of 503 completed
[2024-12-15T00:34:38.265+0000] {logging_mixin.py:154} WARNING - [**                     4%                       ]  22 of 503 completed
[2024-12-15T00:34:38.677+0000] {logging_mixin.py:154} WARNING - [**                     5%                       ]  23 of 503 completed
[2024-12-15T00:34:38.712+0000] {logging_mixin.py:154} WARNING - [**                     5%                       ]  24 of 503 completed
[2024-12-15T00:34:38.874+0000] {logging_mixin.py:154} WARNING - [**                     5%                       ]  25 of 503 completed
[2024-12-15T00:34:38.878+0000] {logging_mixin.py:154} WARNING - [**                     5%                       ]  26 of 503 completed
[2024-12-15T00:34:38.958+0000] {logging_mixin.py:154} WARNING - [**                     5%                       ]  27 of 503 completed
[2024-12-15T00:34:38.967+0000] {logging_mixin.py:154} WARNING - [***                    6%                       ]  28 of 503 completed
[2024-12-15T00:34:38.976+0000] {logging_mixin.py:154} WARNING - [***                    6%                       ]  29 of 503 completed
[2024-12-15T00:34:39.067+0000] {logging_mixin.py:154} WARNING - [***                    6%                       ]  30 of 503 completed
[2024-12-15T00:34:39.165+0000] {logging_mixin.py:154} WARNING - [***                    6%                       ]  31 of 503 completed
[2024-12-15T00:34:39.686+0000] {logging_mixin.py:154} WARNING - [***                    6%                       ]  32 of 503 completed
[2024-12-15T00:34:39.863+0000] {logging_mixin.py:154} WARNING - [***                    7%                       ]  33 of 503 completed
[2024-12-15T00:34:39.872+0000] {logging_mixin.py:154} WARNING - [***                    7%                       ]  33 of 503 completed
[2024-12-15T00:34:40.060+0000] {logging_mixin.py:154} WARNING - [***                    7%                       ]  35 of 503 completed
[2024-12-15T00:34:40.167+0000] {logging_mixin.py:154} WARNING - [***                    7%                       ]  36 of 503 completed
[2024-12-15T00:34:40.177+0000] {logging_mixin.py:154} WARNING - [***                    7%                       ]  37 of 503 completed
[2024-12-15T00:34:40.185+0000] {logging_mixin.py:154} WARNING - [***                    7%                       ]  37 of 503 completed
[2024-12-15T00:34:40.271+0000] {logging_mixin.py:154} WARNING - [****                   8%                       ]  39 of 503 completed
[2024-12-15T00:34:40.280+0000] {logging_mixin.py:154} WARNING - [****                   8%                       ]  39 of 503 completed
[2024-12-15T00:34:40.420+0000] {logging_mixin.py:154} WARNING - [****                   8%                       ]  41 of 503 completed
[2024-12-15T00:34:40.867+0000] {logging_mixin.py:154} WARNING - [****                   8%                       ]  42 of 503 completed
[2024-12-15T00:34:41.155+0000] {logging_mixin.py:154} WARNING - [****                   9%                       ]  43 of 503 completed
[2024-12-15T00:34:41.163+0000] {logging_mixin.py:154} WARNING - [****                   9%                       ]  43 of 503 completed
[2024-12-15T00:34:41.589+0000] {logging_mixin.py:154} WARNING - [****                   9%                       ]  45 of 503 completed
[2024-12-15T00:34:41.598+0000] {logging_mixin.py:154} WARNING - [****                   9%                       ]  46 of 503 completed
[2024-12-15T00:34:41.808+0000] {logging_mixin.py:154} WARNING - [****                   9%                       ]  47 of 503 completed
[2024-12-15T00:34:41.810+0000] {logging_mixin.py:154} WARNING - [****                   9%                       ]  47 of 503 completed
[2024-12-15T00:34:41.867+0000] {logging_mixin.py:154} WARNING - [*****                 10%                       ]  49 of 503 completed
[2024-12-15T00:34:41.877+0000] {logging_mixin.py:154} WARNING - [*****                 10%                       ]  50 of 503 completed
[2024-12-15T00:34:41.887+0000] {logging_mixin.py:154} WARNING - [*****                 10%                       ]  51 of 503 completed
[2024-12-15T00:34:42.261+0000] {logging_mixin.py:154} WARNING - [*****                 10%                       ]  52 of 503 completed
[2024-12-15T00:34:42.682+0000] {logging_mixin.py:154} WARNING - [*****                 11%                       ]  53 of 503 completed
[2024-12-15T00:34:42.684+0000] {logging_mixin.py:154} WARNING - [*****                 11%                       ]  53 of 503 completed
[2024-12-15T00:34:43.214+0000] {logging_mixin.py:154} WARNING - [*****                 11%                       ]  55 of 503 completed
[2024-12-15T00:34:43.222+0000] {logging_mixin.py:154} WARNING - [*****                 11%                       ]  56 of 503 completed
[2024-12-15T00:34:43.257+0000] {logging_mixin.py:154} WARNING - [*****                 11%                       ]  57 of 503 completed
[2024-12-15T00:34:43.266+0000] {logging_mixin.py:154} WARNING - [******                12%                       ]  58 of 503 completed
[2024-12-15T00:34:43.486+0000] {logging_mixin.py:154} WARNING - [******                12%                       ]  59 of 503 completed
[2024-12-15T00:34:43.516+0000] {logging_mixin.py:154} WARNING - [******                12%                       ]  60 of 503 completed
[2024-12-15T00:34:43.570+0000] {logging_mixin.py:154} WARNING - [******                12%                       ]  61 of 503 completed
[2024-12-15T00:34:43.597+0000] {logging_mixin.py:154} WARNING - [******                12%                       ]  62 of 503 completed
[2024-12-15T00:34:43.975+0000] {logging_mixin.py:154} WARNING - [******                13%                       ]  63 of 503 completed
[2024-12-15T00:34:44.060+0000] {logging_mixin.py:154} WARNING - [******                13%                       ]  64 of 503 completed
[2024-12-15T00:34:44.578+0000] {logging_mixin.py:154} WARNING - [******                13%                       ]  65 of 503 completed
[2024-12-15T00:34:44.598+0000] {logging_mixin.py:154} WARNING - [******                13%                       ]  66 of 503 completed
[2024-12-15T00:34:44.618+0000] {logging_mixin.py:154} WARNING - [******                13%                       ]  67 of 503 completed
[2024-12-15T00:34:44.620+0000] {logging_mixin.py:154} WARNING - [******                13%                       ]  67 of 503 completed
[2024-12-15T00:34:44.766+0000] {logging_mixin.py:154} WARNING - [*******               14%                       ]  69 of 503 completed
[2024-12-15T00:34:44.777+0000] {logging_mixin.py:154} WARNING - [*******               14%                       ]  70 of 503 completed
[2024-12-15T00:34:44.899+0000] {logging_mixin.py:154} WARNING - [*******               14%                       ]  71 of 503 completed
[2024-12-15T00:34:44.959+0000] {logging_mixin.py:154} WARNING - [*******               14%                       ]  72 of 503 completed
[2024-12-15T00:34:45.173+0000] {logging_mixin.py:154} WARNING - [*******               15%                       ]  73 of 503 completed
[2024-12-15T00:34:45.187+0000] {logging_mixin.py:154} WARNING - [*******               15%                       ]  74 of 503 completed
[2024-12-15T00:34:46.180+0000] {logging_mixin.py:154} WARNING - [*******               15%                       ]  75 of 503 completed
[2024-12-15T00:34:46.267+0000] {logging_mixin.py:154} WARNING - [*******               15%                       ]  76 of 503 completed
[2024-12-15T00:34:46.278+0000] {logging_mixin.py:154} WARNING - [*******               15%                       ]  77 of 503 completed
[2024-12-15T00:34:46.365+0000] {logging_mixin.py:154} WARNING - [********              16%                       ]  78 of 503 completed
[2024-12-15T00:34:46.381+0000] {logging_mixin.py:154} WARNING - [********              16%                       ]  79 of 503 completed
[2024-12-15T00:34:46.463+0000] {logging_mixin.py:154} WARNING - [********              16%                       ]  80 of 503 completed
[2024-12-15T00:34:46.470+0000] {logging_mixin.py:154} WARNING - [********              16%                       ]  81 of 503 completed
